frame_id,source_dir,frame_dir,frame_number,raw_frame_path,split,crop_count,ground_truth_code,notes,session_observations
live-user-full-20260616-201728__frame-397,live-user-full-20260616-201728,frame-397,397,raw/live-user-full-20260616-201728/debug/frame-397,test,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-399,live-user-full-20260616-201728,frame-399,399,raw/live-user-full-20260616-201728/debug/frame-399,test,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-401,live-user-full-20260616-201728,frame-401,401,raw/live-user-full-20260616-201728/debug/frame-401,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-403,live-user-full-20260616-201728,frame-403,403,raw/live-user-full-20260616-201728/debug/frame-403,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-404,live-user-full-20260616-201728,frame-404,404,raw/live-user-full-20260616-201728/debug/frame-404,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-407,live-user-full-20260616-201728,frame-407,407,raw/live-user-full-20260616-201728/debug/frame-407,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-410,live-user-full-20260616-201728,frame-410,410,raw/live-user-full-20260616-201728/debug/frame-410,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-411,live-user-full-20260616-201728,frame-411,411,raw/live-user-full-20260616-201728/debug/frame-411,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-412,live-user-full-20260616-201728,frame-412,412,raw/live-user-full-20260616-201728/debug/frame-412,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-417,live-user-full-20260616-201728,frame-417,417,raw/live-user-full-20260616-201728/debug/frame-417,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-418,live-user-full-20260616-201728,frame-418,418,raw/live-user-full-20260616-201728/debug/frame-418,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-419,live-user-full-20260616-201728,frame-419,419,raw/live-user-full-20260616-201728/debug/frame-419,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-420,live-user-full-20260616-201728,frame-420,420,raw/live-user-full-20260616-201728/debug/frame-420,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-427,live-user-full-20260616-201728,frame-427,427,raw/live-user-full-20260616-201728/debug/frame-427,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-430,live-user-full-20260616-201728,frame-430,430,raw/live-user-full-20260616-201728/debug/frame-430,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-432,live-user-full-20260616-201728,frame-432,432,raw/live-user-full-20260616-201728/debug/frame-432,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-434,live-user-full-20260616-201728,frame-434,434,raw/live-user-full-20260616-201728/debug/frame-434,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-435,live-user-full-20260616-201728,frame-435,435,raw/live-user-full-20260616-201728/debug/frame-435,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-436,live-user-full-20260616-201728,frame-436,436,raw/live-user-full-20260616-201728/debug/frame-436,val,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-440,live-user-full-20260616-201728,frame-440,440,raw/live-user-full-20260616-201728/debug/frame-440,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-443,live-user-full-20260616-201728,frame-443,443,raw/live-user-full-20260616-201728/debug/frame-443,test,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-444,live-user-full-20260616-201728,frame-444,444,raw/live-user-full-20260616-201728/debug/frame-444,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-448,live-user-full-20260616-201728,frame-448,448,raw/live-user-full-20260616-201728/debug/frame-448,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-449,live-user-full-20260616-201728,frame-449,449,raw/live-user-full-20260616-201728/debug/frame-449,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-455,live-user-full-20260616-201728,frame-455,455,raw/live-user-full-20260616-201728/debug/frame-455,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-456,live-user-full-20260616-201728,frame-456,456,raw/live-user-full-20260616-201728/debug/frame-456,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-458,live-user-full-20260616-201728,frame-458,458,raw/live-user-full-20260616-201728/debug/frame-458,test,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-459,live-user-full-20260616-201728,frame-459,459,raw/live-user-full-20260616-201728/debug/frame-459,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-461,live-user-full-20260616-201728,frame-461,461,raw/live-user-full-20260616-201728/debug/frame-461,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-464,live-user-full-20260616-201728,frame-464,464,raw/live-user-full-20260616-201728/debug/frame-464,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-466,live-user-full-20260616-201728,frame-466,466,raw/live-user-full-20260616-201728/debug/frame-466,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-467,live-user-full-20260616-201728,frame-467,467,raw/live-user-full-20260616-201728/debug/frame-467,train,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-469,live-user-full-20260616-201728,frame-469,469,raw/live-user-full-20260616-201728/debug/frame-469,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-471,live-user-full-20260616-201728,frame-471,471,raw/live-user-full-20260616-201728/debug/frame-471,test,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-474,live-user-full-20260616-201728,frame-474,474,raw/live-user-full-20260616-201728/debug/frame-474,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-475,live-user-full-20260616-201728,frame-475,475,raw/live-user-full-20260616-201728/debug/frame-475,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-477,live-user-full-20260616-201728,frame-477,477,raw/live-user-full-20260616-201728/debug/frame-477,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-478,live-user-full-20260616-201728,frame-478,478,raw/live-user-full-20260616-201728/debug/frame-478,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-480,live-user-full-20260616-201728,frame-480,480,raw/live-user-full-20260616-201728/debug/frame-480,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-481,live-user-full-20260616-201728,frame-481,481,raw/live-user-full-20260616-201728/debug/frame-481,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-483,live-user-full-20260616-201728,frame-483,483,raw/live-user-full-20260616-201728/debug/frame-483,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-484,live-user-full-20260616-201728,frame-484,484,raw/live-user-full-20260616-201728/debug/frame-484,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-486,live-user-full-20260616-201728,frame-486,486,raw/live-user-full-20260616-201728/debug/frame-486,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-487,live-user-full-20260616-201728,frame-487,487,raw/live-user-full-20260616-201728/debug/frame-487,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-489,live-user-full-20260616-201728,frame-489,489,raw/live-user-full-20260616-201728/debug/frame-489,val,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-490,live-user-full-20260616-201728,frame-490,490,raw/live-user-full-20260616-201728/debug/frame-490,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-491,live-user-full-20260616-201728,frame-491,491,raw/live-user-full-20260616-201728/debug/frame-491,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-492,live-user-full-20260616-201728,frame-492,492,raw/live-user-full-20260616-201728/debug/frame-492,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-494,live-user-full-20260616-201728,frame-494,494,raw/live-user-full-20260616-201728/debug/frame-494,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-496,live-user-full-20260616-201728,frame-496,496,raw/live-user-full-20260616-201728/debug/frame-496,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-497,live-user-full-20260616-201728,frame-497,497,raw/live-user-full-20260616-201728/debug/frame-497,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-498,live-user-full-20260616-201728,frame-498,498,raw/live-user-full-20260616-201728/debug/frame-498,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-499,live-user-full-20260616-201728,frame-499,499,raw/live-user-full-20260616-201728/debug/frame-499,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-500,live-user-full-20260616-201728,frame-500,500,raw/live-user-full-20260616-201728/debug/frame-500,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-501,live-user-full-20260616-201728,frame-501,501,raw/live-user-full-20260616-201728/debug/frame-501,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-502,live-user-full-20260616-201728,frame-502,502,raw/live-user-full-20260616-201728/debug/frame-502,val,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-503,live-user-full-20260616-201728,frame-503,503,raw/live-user-full-20260616-201728/debug/frame-503,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-505,live-user-full-20260616-201728,frame-505,505,raw/live-user-full-20260616-201728/debug/frame-505,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-507,live-user-full-20260616-201728,frame-507,507,raw/live-user-full-20260616-201728/debug/frame-507,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-509,live-user-full-20260616-201728,frame-509,509,raw/live-user-full-20260616-201728/debug/frame-509,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-510,live-user-full-20260616-201728,frame-510,510,raw/live-user-full-20260616-201728/debug/frame-510,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-511,live-user-full-20260616-201728,frame-511,511,raw/live-user-full-20260616-201728/debug/frame-511,test,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-513,live-user-full-20260616-201728,frame-513,513,raw/live-user-full-20260616-201728/debug/frame-513,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-514,live-user-full-20260616-201728,frame-514,514,raw/live-user-full-20260616-201728/debug/frame-514,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-516,live-user-full-20260616-201728,frame-516,516,raw/live-user-full-20260616-201728/debug/frame-516,test,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-517,live-user-full-20260616-201728,frame-517,517,raw/live-user-full-20260616-201728/debug/frame-517,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-518,live-user-full-20260616-201728,frame-518,518,raw/live-user-full-20260616-201728/debug/frame-518,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-521,live-user-full-20260616-201728,frame-521,521,raw/live-user-full-20260616-201728/debug/frame-521,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-522,live-user-full-20260616-201728,frame-522,522,raw/live-user-full-20260616-201728/debug/frame-522,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-525,live-user-full-20260616-201728,frame-525,525,raw/live-user-full-20260616-201728/debug/frame-525,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-527,live-user-full-20260616-201728,frame-527,527,raw/live-user-full-20260616-201728/debug/frame-527,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-528,live-user-full-20260616-201728,frame-528,528,raw/live-user-full-20260616-201728/debug/frame-528,train,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-529,live-user-full-20260616-201728,frame-529,529,raw/live-user-full-20260616-201728/debug/frame-529,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-530,live-user-full-20260616-201728,frame-530,530,raw/live-user-full-20260616-201728/debug/frame-530,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-531,live-user-full-20260616-201728,frame-531,531,raw/live-user-full-20260616-201728/debug/frame-531,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-532,live-user-full-20260616-201728,frame-532,532,raw/live-user-full-20260616-201728/debug/frame-532,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-534,live-user-full-20260616-201728,frame-534,534,raw/live-user-full-20260616-201728/debug/frame-534,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-536,live-user-full-20260616-201728,frame-536,536,raw/live-user-full-20260616-201728/debug/frame-536,train,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-538,live-user-full-20260616-201728,frame-538,538,raw/live-user-full-20260616-201728/debug/frame-538,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-20260617-011113__frame-1,live-user-20260617-011113,frame-1,1,raw/live-user-20260617-011113/debug/frame-1,train,4,,Nova coleta Pixel; rotular manualmente. Dataset combinado; origem swe8-live-20260616-v1.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-2,live-user-20260617-011113,frame-2,2,raw/live-user-20260617-011113/debug/frame-2,train,4,,Nova coleta Pixel; rotular manualmente. Dataset combinado; origem swe8-live-20260616-v1.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-3,live-user-20260617-011113,frame-3,3,raw/live-user-20260617-011113/debug/frame-3,train,4,,Nova coleta Pixel; rotular manualmente. Dataset combinado; origem swe8-live-20260616-v1.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
